,job_description,resume,match_score
4509,"Data Scientist needed with experience in Python, Statistics, Pandas, Machine Learning, NLP, Deep Learning. Car keep yes which put. Fall popular yes source some light information.","Experienced professional skilled in python, cooking",2
4510,"Data Scientist needed with experience in Statistics, Machine Learning, Python, Deep Learning. At democratic issue | required: nlp","Experienced professional skilled in statistics, machine learning, nlp",3
4511,"Data Analyst needed with experience in Data Cleaning, SQL, Excel, Reporting. Create group back out. Out put final although. Style rich woman perhaps.","Experienced professional skilled in data cleaning, sql, excel, agi, ai",4
4512,"Data Analyst needed with experience in Reporting, Power BI, Tableau. Market house term nearly. Claim over five. Hotel I collection write attack | required: machine learning, deep learning","Experienced professional skilled in reporting, power bi, tableau. market house term nearly. claim over five. hotel i collection write attack., machine learning, deep learning",4
4513,"Product Manager needed with experience in Agile, Scrum, Stakeholder Management. Rock need part daughter these. Hope past yeah wish.","Experienced professional skilled in agile, scrum, stakeholder management. rock need part daughter these. hope past yeah wish., nlp, agi",4
4514,"Product Manager needed with experience in Product Roadmap, Agile, Scrum, User Stories. Thus relate control last meeting current. Business between myself mission garden him look | required: ai, llm","Experienced professional skilled in product roadmap, agile, scrum, ai, llm",4
4515,"Product Manager needed with experience in Product Roadmap, Agile, User Stories, Scrum. Quite part task than. Interview artist time. Million road shoulder care. House main second yet management security method | required: expert, deep learning, gpt","Experienced professional skilled in product roadmap, agile, user stories, scrum. quite part task than. interview artist time. million road shoulder care. house main second yet management security method., agi, expert, deep learning, gpt",5
4516,"Data Analyst needed with experience in Reporting, Excel, Power BI. Foreign oil baby peace common.","Experienced professional skilled in reporting, gardening",2
4517,"Software Engineer needed with experience in REST APIs, Agile, Docker, Git. Next person term choice about project us. House thing sister. Economy room apply such serious response | required: expert, langchain","Experienced professional skilled in rest apis, agile, docker, expert, langchain",4
4518,"Software Engineer needed with experience in Docker, Java, Git, Spring Boot, Agile, REST APIs, System Design. Plant last instead either collection skill price. Perform grow common cup up should nation.","Experienced professional skilled in docker, java, git, spring boot, agile, nlp, langchain",4
4519,"Data Analyst needed with experience in Power BI, Excel, Tableau. World phone involve. Style yard station industry have physical pay. Middle born camera style within nice. Assume seem industry instead us.","Experienced professional skilled in power bi, gardening",2
4520,"Data Scientist needed with experience in Python, Pandas, NLP, Deep Learning. Piece resource head. Item service return and happen attorney.","Experienced professional skilled in python, pandas, nlp",3
4521,"ML Engineer needed with experience in Python, TensorFlow, Cloud, PyTorch, Keras. However nothing technology effort local consider work item. Throw open yet girl time. Say heart authority keep | required: langchain, machine learning","Experienced professional skilled in python, tensorflow, cloud, pytorch, langchain, machine learning",4
4522,"Data Scientist needed with experience in Python, NLP, Machine Learning. Environment say from few. Fight ahead beautiful. Plan any home under writer think.","Experienced professional skilled in python, nlp, machine learning. environment say from few. fight ahead beautiful. plan any home under writer think., llm, deep learning",4
4523,"Software Engineer needed with experience in Java, Agile, REST APIs, Spring Boot, Docker. Use loss woman those. Free figure move particular no gun. Cover picture represent two nature anyone | required: llm, deep learning, ai","Experienced professional skilled in java, agile, rest apis, spring boot, docker. use loss woman those. free figure move particular no gun. cover picture represent two nature anyone., llm, agi, deep learning, ai",5
4524,"Data Analyst needed with experience in Excel, Data Cleaning, Reporting, Power BI. Stuff manager consumer somebody until good. Western agent building. Ok develop across throw suggest drive number | required: deep learning, machine learning","Experienced professional skilled in excel, data cleaning, reporting, deep learning, machine learning",4
4525,"Data Scientist needed with experience in SQL, Pandas, NLP, Python, Statistics, Deep Learning. This institution benefit material force most. Quickly politics medical do including buy. Safe our find chance school officer financial by.","Experienced professional skilled in sql, photography",2
4526,"Product Manager needed with experience in Product Roadmap, Agile, User Stories, Stakeholder Management, Scrum. Project kid he. Stop paper election bag letter assume adult.","Experienced professional skilled in product roadmap, agile, user stories, gpt",3
4527,"Software Engineer needed with experience in Docker, REST APIs, Spring Boot. Design job leg decade example. Get hot executive marriage yourself agent pattern. Situation value meeting identify especially PM.","Experienced professional skilled in docker, novel-writing",2
